id,S_id,S_name,S_cui_entrezid,S_semtypes,P_name,O_id,O_name,O_cui_entrezid,O_semtypes
D10448275.P1,D10448275.E4,TSG101 gene,,gngm,ASSOCIATED_WITH,D10448275.E5,Liver carcinoma,,neop
D10448275.P2,D10448275.E12,Neoplasms,,neop,PROCESS_OF,D10448275.E11,Homo sapiens,,humn
D10448275.P3,D10448275.E57,TSG101 gene,,gngm,ASSOCIATED_WITH,D10448275.E59,Hepatocarcinogenesis,,neop
D10451122.P1,D10451122.E3,Disease,,dsyn,PROCESS_OF,D10451122.E2,Homo sapiens,,humn
D10451122.P2,D10451122.E31,Aldehyde Reductase,,aapp,AUGMENTS,D10451122.E28,Colorectal Cancer,,neop
D10451122.P3,D10451122.E27,Calgranulin B,,aapp,AUGMENTS,D10451122.E28,Colorectal Cancer,,neop
D10451122.P4,D10451122.E47,Measurement,,ftcn,ISA,D10451122.E45,Techniques,,ftcn
D10451122.P5,D10451122.E60,"Cardiomyopathy, Dilated",,dsyn,PROCESS_OF,D10451122.E61,Patients,,humn
D10451122.P6,D10451122.E91,Borrelia burgdorferi,,bact,ISA,D10451122.E90,Microorganism,,orgm
D10451122.P7,D10451122.E93,Toxoplasma gondii,,euka,ISA,D10451122.E90,Microorganism,,orgm
D10451487.P1,D10451487.E4,Liver carcinoma,,neop,PROCESS_OF,D10451487.E3,Homo sapiens,,humn
D10451487.P2,D10451487.E2,SPARC gene,,gngm,PART_OF,D10451487.E4,Liver carcinoma,,neop
D10451487.P3,D10451487.E6,Osteonectin,,aapp,ISA,D10451487.E7,Glycoproteins,,aapp
D10451487.P4,D10451487.E12,"Fibrosis, Liver",,dsyn,PROCESS_OF,D10451487.E11,Homo sapiens,,humn
D10451487.P5,D10451487.E9,Osteonectin,,aapp,ASSOCIATED_WITH,D10451487.E12,"Fibrosis, Liver",,dsyn
D10451487.P6,D10451487.E19,Liver carcinoma,,neop,PROCESS_OF,D10451487.E18,Homo sapiens,,humn
D10451487.P7,D10451487.E13,Osteonectin,,gngm,PART_OF,D10451487.E19,Liver carcinoma,,neop
D10451487.P8,D10451487.E42,Osteonectin,,aapp,TREATS,D10451487.E47,Fibrous bands,,acab
D10451487.P9,D10451487.E44,Proteins,,aapp,TREATS,D10451487.E47,Fibrous bands,,acab
D10451487.P10,D10451487.E68,Body tissue,,tisu,PART_OF,D10451487.E67,Neoplasms,,neop
D10451487.P11,D10451487.E58,SPARC gene,,gngm,ASSOCIATED_WITH,D10451487.E57,Liver carcinoma,,neop
D10451487.P12,D10451487.E57,Liver carcinoma,,neop,PROCESS_OF,D10451487.E56,Homo sapiens,,humn
D10451487.P13,D10451487.E57,Liver carcinoma,,neop,ISA,D10451487.E63,Neoplasms,,neop
D10451487.P14,D10451487.E68,Body tissue,,tisu,LOCATION_OF,D10451487.E57,Liver carcinoma,,neop
D10451487.P15,D10451487.E58,SPARC gene,,gngm,ASSOCIATED_WITH,D10451487.E63,Neoplasms,,neop
D10451487.P16,D10451487.E83,Liver carcinoma,,neop,PROCESS_OF,D10451487.E82,Homo sapiens,,humn
D10451487.P17,D10451487.E85,Liver neoplasms,,neop,PROCESS_OF,D10451487.E88,Patients,,humn
D10451487.P18,D10451487.E92,Myofibroblasts,,cell,PART_OF,D10451487.E91,Stroma,,bpoc
D10451487.P19,D10451487.E92,Myofibroblasts,,cell,PRODUCES,D10451487.E90,SPARC gene,,aapp
D10453948.P1,D10453948.E6,Liver carcinoma,,neop,PROCESS_OF,D10453948.E5,Patients,,humn
D10453948.P2,D10453948.E5,Patients,,humn,LOCATION_OF,D10453948.E1,alpha-Fetoproteins,,aapp
D10453948.P3,D10453948.E3,Blood,,tisu,LOCATION_OF,D10453948.E1,alpha-Fetoproteins,,aapp
D10453948.P4,D10453948.E16,Blood,,tisu,LOCATION_OF,D10453948.E13,AFP gene,,aapp
D10453948.P5,D10453948.E12,Liver carcinoma,,neop,PROCESS_OF,D10453948.E11,Patients,,humn
D10453948.P6,D10453948.E31,Ethanol Ablation Therapy,,topp,TREATS,D10453948.E30,Patients,,podg
D10453948.P7,D10453948.E31,Ethanol Ablation Therapy,,topp,ISA,D10453948.E32,Therapeutic procedure,,topp
D10453948.P8,D10453948.E32,Therapeutic procedure,,topp,TREATS,D10453948.E30,Patients,,podg
D10453948.P9,D10453948.E33,Transarterial embolization,,topp,COEXISTS_WITH,D10453948.E34,follow-up,,hlca
D10453948.P10,D10453948.E38,Blood,,tisu,LOCATION_OF,D10453948.E36,,,aapp
D10453948.P11,D10453948.E88,,,gngm,PART_OF,D10453948.E85,Patients,,humn
D10453948.P12,D10453948.E84,Therapeutic procedure,,topp,TREATS,D10453948.E85,Patients,,podg
D10453948.P13,D10453948.E98,Liver carcinoma,,neop,PROCESS_OF,D10453948.E97,Patients,,humn
D10453948.P14,D10453948.E97,Patients,,humn,LOCATION_OF,D10453948.E92,,,aapp
D10453948.P15,D10453948.E94,Blood,,tisu,LOCATION_OF,D10453948.E92,,,aapp
D10459631.P1,D10459631.E2,Epidermal Growth Factor Receptor,,aapp,ASSOCIATED_WITH,D10459631.E3,Chronic liver disease,,dsyn
D10459631.P2,D10459631.E2,Epidermal Growth Factor Receptor,,aapp,ASSOCIATED_WITH,D10459631.E4,Liver carcinoma,,neop
D10459631.P3,D10459631.E1,Transforming Growth Factor alpha,,aapp,ASSOCIATED_WITH,D10459631.E3,Chronic liver disease,,dsyn
D10459631.P4,D10459631.E1,Transforming Growth Factor alpha,,aapp,ASSOCIATED_WITH,D10459631.E4,Liver carcinoma,,neop
D10459631.P5,D10459631.E7,Transforming Growth Factor alpha,,aapp,ISA,D10459631.E9,Growth Factor,,aapp
D10459631.P6,D10459631.E13,Transforming Growth Factor alpha,,aapp,AFFECTS,D10459631.E15,Hepatocarcinogenesis,,neop
D10459631.P7,D10459631.E20,Serum,,bdsu,LOCATION_OF,D10459631.E21,Transforming Growth Factor alpha,,aapp
D10459631.P8,D10459631.E17,Transforming Growth Factor alpha,,aapp,ASSOCIATED_WITH,D10459631.E18,Chronic liver disease,,dsyn
D10459631.P9,D10459631.E17,Transforming Growth Factor alpha,,aapp,ASSOCIATED_WITH,D10459631.E19,Liver carcinoma,,neop
D10459631.P10,D10459631.E23,Epidermal Growth Factor Receptor,,aapp,PART_OF,D10459631.E26,Liver parenchyma,,bpoc
D10459631.P11,D10459631.E22,Transforming Growth Factor alpha,,aapp,PART_OF,D10459631.E26,Liver parenchyma,,bpoc
D10459631.P12,D10459631.E24,Proliferating Cell Nuclear Antigen,,aapp,PART_OF,D10459631.E26,Liver parenchyma,,bpoc
D10459631.P13,D10459631.E33,Liver carcinoma,,neop,PROCESS_OF,D10459631.E30,Patients,,humn
D10459631.P14,D10459631.E32,Liver Cirrhosis,,dsyn,PROCESS_OF,D10459631.E30,Patients,,humn
D10459631.P15,D10459631.E31,"Hepatitis, Chronic",,dsyn,PROCESS_OF,D10459631.E30,Patients,,humn
D10459631.P16,D10459631.E36,Serum,,bdsu,LOCATION_OF,D10459631.E37,Transforming Growth Factor alpha,,aapp
D10459631.P17,D10459631.E42,beta-Actin,,aapp,PART_OF,D10459631.E44,Liver parenchyma,,bpoc
D10459631.P18,D10459631.E40,Epidermal Growth Factor Receptor,,aapp,PART_OF,D10459631.E44,Liver parenchyma,,bpoc
D10459631.P19,D10459631.E39,Transforming Growth Factor alpha,,aapp,PART_OF,D10459631.E44,Liver parenchyma,,bpoc
D10459631.P20,D10459631.E41,Proliferating Cell Nuclear Antigen,,aapp,PART_OF,D10459631.E44,Liver parenchyma,,bpoc
D10459631.P21,D10459631.E47,Serum,,bdsu,LOCATION_OF,D10459631.E48,Transforming Growth Factor alpha,,aapp
D10459631.P22,D10459631.E57,Liver Cirrhosis,,dsyn,ISA,D10459631.E59,Disease,,dsyn
D10459631.P23,D10459631.E54,Serum,,bdsu,LOCATION_OF,D10459631.E55,Transforming Growth Factor alpha,,aapp
D10459631.P24,D10459631.E55,Transforming Growth Factor alpha,,aapp,ASSOCIATED_WITH,D10459631.E57,Liver Cirrhosis,,dsyn
D10459631.P25,D10459631.E62,Serum,,bdsu,LOCATION_OF,D10459631.E63,Transforming Growth Factor alpha,,aapp
D10459631.P26,D10459631.E67,Bilirubin,,bacs,PART_OF,D10459631.E63,Transforming Growth Factor alpha,,aapp
D10459631.P27,D10459631.E98,Patients,,humn,LOCATION_OF,D10459631.E75,Epidermal Growth Factor Receptor,,aapp
D10459631.P28,D10459631.E98,Patients,,humn,LOCATION_OF,D10459631.E74,Transforming Growth Factor alpha,,aapp
D10459631.P29,D10459631.E98,Patients,,humn,LOCATION_OF,D10459631.E76,Proliferating Cell Nuclear Antigen,,aapp
D10459631.P30,D10459631.E87,beta-Actin,,bacs,PART_OF,D10459631.E75,Epidermal Growth Factor Receptor,,aapp
D10459631.P31,D10459631.E87,beta-Actin,,bacs,PART_OF,D10459631.E74,Transforming Growth Factor alpha,,aapp
D10459631.P32,D10459631.E87,beta-Actin,,bacs,PART_OF,D10459631.E76,Proliferating Cell Nuclear Antigen,,aapp
D10459631.P33,D10459631.E104,Serum,,bdsu,LOCATION_OF,D10459631.E105,Transforming Growth Factor alpha,,aapp
D10459631.P34,D10459631.E105,Transforming Growth Factor alpha,,gngm,PART_OF,D10459631.E108,Hepatic,,blor
D10459631.P35,D10459631.E105,Transforming Growth Factor alpha,,gngm,PART_OF,D10459631.E114,Hepatocyte,,cell
D10461064.P1,D10461064.E8,TP53 gene,,gngm,ASSOCIATED_WITH,D10461064.E3,Liver carcinoma,,neop
D10461064.P2,D10461064.E2,MYC gene,,gngm,ASSOCIATED_WITH,D10461064.E3,Liver carcinoma,,neop
D10461064.P3,D10461064.E9,Proto-Oncogene Proteins c-myc,,aapp,AFFECTS,D10461064.E10,Liver Regeneration,,ortf
D10461064.P4,D10461064.E16,Liver carcinoma,,neop,PROCESS_OF,D10461064.E15,Homo sapiens,,humn
D10461064.P5,D10461064.E14,MYC Gene Amplification,,comd,COEXISTS_WITH,D10461064.E16,Liver carcinoma,,neop
D10461064.P6,D10461064.E36,Paraffin Embedded Tissue,,tisu,LOCATION_OF,D10461064.E22,TP53 gene,,aapp
D10461064.P7,D10461064.E36,Paraffin Embedded Tissue,,tisu,LOCATION_OF,D10461064.E37,DRD2 gene,,aapp
D10461064.P8,D10461064.E30,Physical Medical Procedure,,hlca,METHOD_OF,D10461064.E31,Evaluation,,hlca
D10461064.P9,D10461064.E22,TP53 gene,,gngm,compared_with,D10461064.E37,DRD2 gene,,gngm
D10461064.P10,D10461064.E54,Patients,,humn,LOCATION_OF,D10461064.E50,MYC gene,,aapp
D10463774.P1,D10463774.E5,Interleukin 1 Receptor Antagonist Protein,,aapp,INTERACTS_WITH,D10463774.E11,Interleukin-1,,aapp
D10463774.P2,D10463774.E16,Stomach Carcinoma,,neop,PROCESS_OF,D10463774.E15,Homo sapiens,,humn
D10463774.P3,D10463774.E14,Interleukin 1 Receptor Antagonist Protein,,gngm,PART_OF,D10463774.E16,Stomach Carcinoma,,neop
D10463774.P4,D10463774.E31,Patients,,humn,LOCATION_OF,D10463774.E27,"IL1RN protein, human",,aapp
D10463774.P5,D10463774.E27,"IL1RN protein, human",,aapp,ISA,D10463774.E26,Interleukin 1 Receptor Antagonist Protein,,aapp
D10463774.P6,D10463774.E32,Stomach Carcinoma,,neop,PROCESS_OF,D10463774.E31,Patients,,humn
D10463774.P7,D10463774.E31,Patients,,humn,LOCATION_OF,D10463774.E26,Interleukin 1 Receptor Antagonist Protein,,aapp
D10463774.P8,D10463774.E28,"RNA, Messenger",,bacs,ASSOCIATED_WITH,D10463774.E29,Neoplasms,,neop
D10463774.P9,D10463774.E39,"IL1RN protein, human",,aapp,ASSOCIATED_WITH,D10463774.E42,Neoplasms,,neop
D10463774.P10,D10463774.E52,STIL wt Allele,,gngm,PART_OF,D10463774.E51,Neoplasms,,neop
D10463774.P11,D10463774.E58,Sinus histiocytosis,,dsyn,COEXISTS_WITH,D10463774.E59,Neoplasms,,neop
D10470182.P1,D10470182.E4,Cytoplasmic matrix,,celc,PART_OF,D10470182.E3,Neoplasms,,neop
D10470182.P2,D10470182.E4,Cytoplasmic matrix,,celc,PART_OF,D10470182.E5,Liver carcinoma,,neop
D10470182.P3,D10470182.E14,Malignant Neoplasms,,neop,PROCESS_OF,D10470182.E13,Homo sapiens,,humn
D10470182.P4,D10470182.E9,TP53 gene,,gngm,ASSOCIATED_WITH,D10470182.E14,Malignant Neoplasms,,neop
D10470182.P5,D10470182.E17,Carcinoma,,neop,PROCESS_OF,D10470182.E16,Homo sapiens,,humn
D10470182.P6,D10470182.E19,Malignant Neoplasms,,neop,PART_OF,D10470182.E20,Breast,,bpoc
D10470182.P7,D10470182.E19,Malignant Neoplasms,,neop,PART_OF,D10470182.E22,Ovary,,bpoc
D10470182.P8,D10470182.E19,Malignant Neoplasms,,neop,PART_OF,D10470182.E21,Entire colon,,bpoc
D10470182.P9,D10470182.E18,,,gngm,PART_OF,D10470182.E19,Malignant Neoplasms,,neop
D10470182.P10,D10470182.E31,Clinical,,qlco,ISA,D10470182.E32,Result,,ftcn
D10470182.P11,D10470182.E29,Cytoplasmic matrix,,celc,PART_OF,D10470182.E28,Neoplasms,,neop
D10470182.P12,D10470182.E29,Cytoplasmic matrix,,celc,PART_OF,D10470182.E30,Liver and Intrahepatic Biliary Tract Carcinoma,,neop
D10470182.P13,D10470182.E29,Cytoplasmic matrix,,celc,LOCATION_OF,D10470182.E27,TP53 gene,,aapp
D10470182.P14,D10470182.E36,Cytoplasmic matrix,,celc,PART_OF,D10470182.E35,Neoplasms,,neop
D10470182.P15,D10470182.E37,Immunoenzyme Procedure,,lbpr,USES,D10470182.E38,Monoclonal Antibodies,,aapp
D10470182.P16,D10470182.E36,Cytoplasmic matrix,,celc,LOCATION_OF,D10470182.E34,TP53 gene,,aapp
D10470182.P17,D10470182.E63,60%,,fndg,PROCESS_OF,D10470182.E65,Patients,,humn
D10470182.P18,D10470182.E64,20%,,fndg,PROCESS_OF,D10470182.E65,Patients,,humn
D10470182.P19,D10470182.E84,TP53 gene,,gngm,ASSOCIATED_WITH,D10470182.E86,Liver carcinoma,,neop
D10476206.P1,D10476206.E2,"AFP protein, human",,aapp,TREATS,D10476206.E6,Liver carcinoma,,neop
D10476206.P2,D10476206.E7,retroviral vector,,nnon,INTERACTS_WITH,D10476206.E8,herpes simplex thymidine kinase,,aapp
D10476206.P3,D10476206.E38,,,gngm,PART_OF,D10476206.E37,Homo sapiens,,humn
D10476206.P4,D10476206.E31,,,gngm,PART_OF,D10476206.E30,Homo sapiens,,humn
D10476206.P5,D10476206.E27,herpes simplex thymidine kinase,,aapp,INTERACTS_WITH,D10476206.E31,,,aapp
D10476206.P6,D10476206.E64,Ganciclovir,,nnon,AFFECTS,D10476206.E66,cell growth,,celf
D10476206.P7,D10476206.E74,,,gngm,PART_OF,D10476206.E73,Homo sapiens,,humn
D10477681.P1,D10477681.E1,Interleukin-1 beta,,aapp,AUGMENTS,D10477681.E3,dna binding,,genf
D10477681.P2,D10477681.E2,Tumor Necrosis Factors,,aapp,AUGMENTS,D10477681.E3,dna binding,,genf
D10477681.P3,D10477681.E8,Proteins,,aapp,INTERACTS_WITH,D10477681.E9,Oxygen,,elii
D10477681.P4,D10477681.E11,Hypoxia-Inducible Factor 1,,aapp,AFFECTS,D10477681.E10,energy homeostasis,,biof
D10477681.P5,D10477681.E26,Interleukin-1 beta,,aapp,ISA,D10477681.E25,cytokine,,aapp
D10477681.P6,D10477681.E31,Growth Factor Gene,,gngm,PART_OF,D10477681.E30,Endothelium,,tisu
D10477681.P7,D10477681.E31,Growth Factor Gene,,gngm,INTERACTS_WITH,D10477681.E33,Interleukin-1 beta,,gngm
D10477681.P8,D10477681.E26,Interleukin-1 beta,,aapp,INHIBITS,D10477681.E23,,,gngm
D10477681.P9,D10477681.E34,Tumor Necrosis Factors,,aapp,INHIBITS,D10477681.E23,,,gngm
D10477681.P10,D10477681.E27,Tumor Necrosis Factors,,aapp,INHIBITS,D10477681.E23,,,gngm
D10477681.P11,D10477681.E66,cytokine,,aapp,STIMULATES,D10477681.E63,Hypoxia-Inducible Factor 1,,gngm
D10490821.P1,D10490821.E2,SMAD4 gene,,gngm,ASSOCIATED_WITH,D10490821.E4,Liver carcinoma,,neop
D10490821.P2,D10490821.E1,SMAD2 gene,,gngm,ASSOCIATED_WITH,D10490821.E4,Liver carcinoma,,neop
D10490821.P3,D10490821.E5,Transforming Growth Factor beta,,aapp,AFFECTS,D10490821.E9,Growth,,orgf
D10490821.P4,D10490821.E13,Candidate Tumor Suppressor Gene,,gngm,ISA,D10490821.E11,Genes,,gngm
D10490821.P5,D10490821.E13,Candidate Tumor Suppressor Gene,,gngm,ASSOCIATED_WITH,D10490821.E14,Liver carcinoma,,neop
D10490821.P6,D10490821.E26,SMAD4 gene,,gngm,COEXISTS_WITH,D10490821.E28,SMAD2 gene,,gngm
D10490821.P7,D10490821.E37,Transforming Growth Factor beta,,aapp,AFFECTS,D10490821.E38,Liver carcinoma,,neop
D10496524.P1,D10496524.E3,Hepatocarcinogenesis,,neop,PROCESS_OF,D10496524.E2,House mice,,mamm
D10496524.P2,D10496524.E11,Liver carcinoma,,neop,PROCESS_OF,D10496524.E10,House mice,,mamm
D10496524.P3,D10496524.E8,Genes,,gngm,PART_OF,D10496524.E11,Liver carcinoma,,neop
D10496524.P4,D10496524.E25,"IL1A protein, human",,aapp,DISRUPTS,D10496524.E26,Growth,,orgf
D10496524.P5,D10496524.E44,Liver carcinoma,,neop,PROCESS_OF,D10496524.E43,Homo sapiens,,humn
D10496524.P6,D10496524.E49,Liver neoplasms,,neop,PROCESS_OF,D10496524.E48,House mice,,mamm
D10496524.P7,D10496524.E57,Liver neoplasms,,neop,PROCESS_OF,D10496524.E59,Mus,,mamm
D10496524.P8,D10496524.E72,Adenoma,,neop,COEXISTS_WITH,D10496524.E78,Carcinoma,,neop
D10496524.P9,D10496524.E84,Liver neoplasms,,neop,AFFECTS,D10496524.E87,tumor growth,,neop
D10498643.P1,D10498643.E4,Liver carcinoma,,neop,PROCESS_OF,D10498643.E3,Homo sapiens,,humn
D10498643.P2,D10498643.E2,,,gngm,PART_OF,D10498643.E4,Liver carcinoma,,neop
D10498643.P3,D10498643.E11,B-Lymphocytes,,cell,LOCATION_OF,D10498643.E7,Tumor Necrosis Factor Receptor,,aapp
D10498643.P4,D10498643.E13,B-Lymphocytes,,cell,LOCATION_OF,D10498643.E12,,,aapp
D10498643.P5,D10498643.E18,,,gngm,PART_OF,D10498643.E19,Liver carcinoma,,neop
D10498643.P6,D10498643.E26,,,gngm,PART_OF,D10498643.E23,established cell line,,cell
D10498643.P7,D10498643.E20,,,gngm,PART_OF,D10498643.E23,established cell line,,cell
D10498643.P8,D10498643.E32,Human tissue,,tisu,PART_OF,D10498643.E31,Liver carcinoma,,neop
D10498643.P9,D10498643.E30,,,gngm,PART_OF,D10498643.E32,Human tissue,,tisu
D10498643.P10,D10498643.E30,,,gngm,PART_OF,D10498643.E34,Liver parenchyma,,bpoc
D10498643.P11,D10498643.E42,,,gngm,INTERACTS_WITH,D10498643.E45,"Antibodies, Anti-Idiotypic",,gngm
D10498643.P12,D10498643.E42,,,gngm,INTERACTS_WITH,D10498643.E46,Tumor Necrosis Factors,,gngm
D10498643.P13,D10498643.E40,Cells,,cell,LOCATION_OF,D10498643.E38,,,aapp
D10498643.P14,D10498643.E38,,,gngm,AUGMENTS,D10498643.E49,Hep G2 Cells,,cell
D10498643.P15,D10498643.E54,Hep G2 Cells,,cell,LOCATION_OF,D10498643.E52,CD8A wt Allele,,aapp
D10498643.P16,D10498643.E64,Recombinant Interferon-gamma,,aapp,STIMULATES,D10498643.E58,,,gngm
D10498643.P17,D10498643.E64,Recombinant Interferon-gamma,,aapp,STIMULATES,D10498643.E62,CD40 Antigens,,gngm
D10498643.P18,D10498643.E67,Human tissue,,tisu,PART_OF,D10498643.E66,Liver carcinoma,,neop
D10498643.P19,D10498643.E75,Stimulation procedure,,topp,USES,D10498643.E74,,,aapp
D10498643.P20,D10498643.E75,Stimulation procedure,,topp,AFFECTS,D10498643.E77,Cell Survival,,celf
D10498643.P21,D10498643.E75,Stimulation procedure,,topp,AFFECTS,D10498643.E81,Apoptosis,,celf
D10498643.P22,D10498643.E78,,,gngm,STIMULATES,D10498643.E74,,,gngm
D10498643.P23,D10498643.E87,,,gngm,PART_OF,D10498643.E88,Liver carcinoma,,neop
D10507762.P1,D10507762.E12,hepatoma cell,,cell,PART_OF,D10507762.E11,Homo sapiens,,humn
D10507762.P2,D10507762.E12,hepatoma cell,,cell,LOCATION_OF,D10507762.E4,Peptides,,aapp
D10507762.P3,D10507762.E22,Heparan Sulfate Proteoglycans,,aapp,PART_OF,D10507762.E21,integral to membrane,,celc
D10507762.P4,D10507762.E13,PR 39,,bacs,CAUSES,D10507762.E19,Anabolism,,biof
D10507762.P5,D10507762.E22,Heparan Sulfate Proteoglycans,,aapp,AFFECTS,D10507762.E23,Cell Communication,,celf
D10507762.P6,D10507762.E22,Heparan Sulfate Proteoglycans,,aapp,AFFECTS,D10507762.E24,Wound Healing,,orgf
D10507762.P7,D10507762.E22,Heparan Sulfate Proteoglycans,,aapp,INTERACTS_WITH,D10507762.E20,syndecan 1 protein,,aapp
D10507762.P8,D10507762.E27,Liver carcinoma,,neop,PROCESS_OF,D10507762.E26,Homo sapiens,,humn
D10507762.P9,D10507762.E25,SDC1 gene,,aapp,PREVENTS,D10507762.E27,Liver carcinoma,,neop
D10507762.P10,D10507762.E25,SDC1 gene,,aapp,PREVENTS,D10507762.E32,Secondary Neoplasm,,neop
D10507762.P11,D10507762.E43,EPAS1 gene,,gngm,PART_OF,D10507762.E42,human cell line,,cell
D10507762.P12,D10507762.E40,PR 39,,bacs,PART_OF,D10507762.E45,SDC1 gene,,aapp
D10507762.P13,D10507762.E39,Genes,,gngm,DISRUPTS,D10507762.E53,"Tumor cells, uncertain whether benign or malignant",,cell
D10507762.P14,D10507762.E56,Genes,,gngm,PRODUCES,D10507762.E57,syndecan 1 protein,,aapp
D10507762.P15,D10507762.E70,Cells,,cell,LOCATION_OF,D10507762.E76,Actins,,aapp
D10507762.P16,D10507762.E70,Cells,,cell,LOCATION_OF,D10507762.E68,SDC1 gene,,aapp
D10507762.P17,D10507762.E76,Actins,,aapp,AFFECTS,D10507762.E74,Motile,,fndg
D10507762.P18,D10507762.E68,SDC1 gene,,aapp,AFFECTS,D10507762.E74,Motile,,fndg
D10507762.P19,D10507762.E87,hepatoma cell,,cell,PART_OF,D10507762.E86,Homo sapiens,,humn
D10507762.P20,D10507762.E79,PR 39,,aapp,DISRUPTS,D10507762.E81,Motile,,fndg
D10507762.P21,D10507762.E87,hepatoma cell,,cell,PRODUCES,D10507762.E91,syndecan 1 protein,,aapp
D10507763.P1,D10507763.E3,Liver carcinoma,,neop,PROCESS_OF,D10507763.E2,Homo sapiens,,humn
D10507763.P2,D10507763.E1,Asialoglycoprotein Receptor,,aapp,ASSOCIATED_WITH,D10507763.E3,Liver carcinoma,,neop
D10507763.P3,D10507763.E8,hepatoma cell,,cell,PART_OF,D10507763.E7,Homo sapiens,,humn
D10507763.P4,D10507763.E6,Asialoglycoprotein Receptor,,aapp,PREVENTS,D10507763.E10,Toxic effect,,inpo
D10507763.P5,D10507763.E8,hepatoma cell,,cell,LOCATION_OF,D10507763.E6,Asialoglycoprotein Receptor,,aapp
D10507763.P6,D10507763.E24,Plasma membrane,,celc,LOCATION_OF,D10507763.E23,receptor,,aapp
D10507763.P7,D10507763.E24,Plasma membrane,,celc,PART_OF,D10507763.E26,"Tumor cells, malignant",,cell
D10507763.P8,D10507763.E29,Liver carcinoma,,neop,PROCESS_OF,D10507763.E28,Homo sapiens,,humn
D10507763.P9,D10507763.E33,Liver carcinoma,,neop,PROCESS_OF,D10507763.E32,Homo sapiens,,humn
D10507763.P10,D10507763.E62,hepatoma cell,,cell,PART_OF,D10507763.E61,Homo sapiens,,humn
D10507763.P11,D10507763.E60,Plasma membrane,,celc,PART_OF,D10507763.E62,hepatoma cell,,cell
D10507763.P12,D10507763.E79,Liver carcinoma,,neop,PROCESS_OF,D10507763.E78,Homo sapiens,,humn
D10507763.P13,D10507763.E84,Bromodeoxyuridine,,phsu,COEXISTS_WITH,D10507763.E71,Asialoglycoprotein Receptor,,aapp
D10507763.P14,D10507763.E89,"Tumor cells, malignant",,cell,PRODUCES,D10507763.E90,Asialoglycoprotein Receptor,,aapp
D10507763.P15,D10507763.E94,Plasma membrane,,celc,PART_OF,D10507763.E93,Receptor Cell,,cell
D10507763.P16,D10507763.E105,hepatoma cell,,cell,PART_OF,D10507763.E104,Homo sapiens,,humn
D10507763.P17,D10507763.E99,Cells,,cell,LOCATION_OF,D10507763.E97,HCCS gene,,aapp
D10508492.P1,D10508492.E4,PRDM2 gene,,gngm,ASSOCIATED_WITH,D10508492.E5,Liver neoplasms,,neop
D10508492.P2,D10508492.E8,PRDM2 gene,,gngm,DISRUPTS,D10508492.E7,Tumorigenicity,,patf
D10508492.P3,D10508492.E34,Malignant Neoplasms,,neop,PROCESS_OF,D10508492.E33,Homo sapiens,,humn
D10508492.P4,D10508492.E34,Malignant Neoplasms,,neop,AFFECTS,D10508492.E31,Family,,humn
D10508492.P5,D10508492.E52,PRDM2 gene,,gngm,ASSOCIATED_WITH,D10508492.E53,Liver neoplasms,,neop
D10508492.P6,D10508492.E63,Tumor tissue sample,,tisu,PART_OF,D10508492.E62,Liver neoplasms,,neop
D10508492.P7,D10508492.E63,Tumor tissue sample,,tisu,LOCATION_OF,D10508492.E61,PRDM2 gene,,aapp
D10508492.P8,D10508492.E70,PRDM2 gene,,gngm,PART_OF,D10508492.E72,Cultured Cell Line,,cell
D10508492.P9,D10508492.E78,hepatoma cell,,cell,PART_OF,D10508492.E79,"Mice, Nude",,mamm
D10508492.P10,D10508492.E85,Malignant Neoplasms,,neop,PROCESS_OF,D10508492.E84,Homo sapiens,,humn
D10508492.P11,D10508492.E83,Proteins,,bacs,PART_OF,D10508492.E82,PRDM2 gene,,aapp
D10508492.P12,D10508492.E83,Proteins,,aapp,ASSOCIATED_WITH,D10508492.E85,Malignant Neoplasms,,neop
D10508492.P13,D10508492.E87,Tumor Suppressor Genes,,gngm,ASSOCIATED_WITH,D10508492.E88,Liver neoplasms,,neop
D10519413.P1,D10519413.E3,Genes,,gngm,ASSOCIATED_WITH,D10519413.E6,Carcinogenesis,,neop
D10519413.P2,D10519413.E21,Liver carcinoma,,neop,PROCESS_OF,D10519413.E20,Homo sapiens,,humn
D10519413.P3,D10519413.E17,,,gngm,PART_OF,D10519413.E21,Liver carcinoma,,neop
D10519413.P4,D10519413.E15,Vitronectin,,gngm,PART_OF,D10519413.E21,Liver carcinoma,,neop
D10519413.P5,D10519413.E12,ribosomal protein P0,,gngm,PART_OF,D10519413.E21,Liver carcinoma,,neop
D10519413.P6,D10519413.E14,Insulin-Like Growth-Factor Binding Protein 1,,gngm,PART_OF,D10519413.E21,Liver carcinoma,,neop
D10519413.P7,D10519413.E13,DEK gene,,gngm,PART_OF,D10519413.E21,Liver carcinoma,,neop
D10519413.P8,D10519413.E16,LY6E gene,,gngm,PART_OF,D10519413.E21,Liver carcinoma,,neop
D10519413.P9,D10519413.E63,Body tissue,,tisu,PART_OF,D10519413.E62,Carcinoma,,neop
D10519413.P10,D10519413.E66,Liver carcinoma,,neop,PROCESS_OF,D10519413.E67,Patients,,humn
D10519413.P11,D10519413.E67,Patients,,humn,LOCATION_OF,D10519413.E58,,,aapp
D10519413.P12,D10519413.E55,Entire fetus,,anst,LOCATION_OF,D10519413.E50,,,aapp
